HSV,B Mean,Overall Mean,contours,ClassName
21.03424072265625,143.15823364257812,142.5180206298828,2,Building
2.2735595703125,162.91815185546875,163.04913330078125,1,Building
15.80657958984375,138.92214965820312,139.02194213867188,1,Building
24.07684326171875,141.00326538085938,140.14328002929688,2,Building
28.5858154296875,123.21856689453125,121.71781921386719,2,Building
19.83489990234375,137.845458984375,138.9429931640625,1,Building
25.56610107421875,92.53271484375,90.81167602539062,2,Building
24.42626953125,136.67510986328125,135.84405517578125,2,Building
1.59149169921875,133.151611328125,138.74545288085938,2,Building
6.8878173828125,129.69212341308594,129.80252075195312,1,Building
31.76422119140625,121.72311401367188,120.54144287109375,2,Building
12.9364013671875,140.93902587890625,140.1678466796875,1,Building
9.2376708984375,168.4156036376953,167.7716827392578,1,Building
32.80792236328125,122.28639221191406,121.12681579589844,2,Building
6.72607421875,169.58050537109375,169.70999145507812,2,Building
22.57843017578125,144.39700317382812,144.2975311279297,1,Building
18.7744140625,162.6803436279297,161.4914093017578,1,Building
12.4969482421875,174.0170440673828,175.39857482910156,1,Building
7.16094970703125,183.3101806640625,183.79176330566406,1,Building
0.396728515625,208.00796508789062,209.16232299804688,1,Building
15.98663330078125,158.46348571777344,157.3792724609375,1,Building
1.73797607421875,181.7523651123047,181.4887237548828,1,Building
2.63519287109375,142.07408142089844,145.65208435058594,1,Building
11.06719970703125,158.65118408203125,159.2941436767578,1,Building
10.41107177734375,163.3263702392578,163.7667236328125,1,Building
25.64544677734375,146.61624145507812,145.1450653076172,1,Building
43.8507080078125,105.13827514648438,103.13835144042969,2,Building
2.2796630859375,146.62063598632812,147.0799102783203,2,Building
3.070068359375,161.6967315673828,158.85745239257812,1,Building
22.96142578125,153.34849548339844,152.7322235107422,1,Building
21.9757080078125,149.54415893554688,148.3097686767578,1,Building
43.1060791015625,116.21296691894531,113.62638854980469,1,Building
14.87274169921875,157.51617431640625,157.4292755126953,2,Building
32.68890380859375,117.02581787109375,115.83183288574219,1,Building
19.92034912109375,144.88168334960938,143.95040893554688,1,Building
19.4000244140625,153.3671417236328,152.6553192138672,2,Building
11.859130859375,162.36459350585938,161.45652770996094,2,Building
22.29461669921875,146.4029998779297,145.252197265625,2,Building
18.7042236328125,156.19578552246094,154.94679260253906,1,Building
5.98297119140625,188.820068359375,189.4140167236328,2,Building
37.3443603515625,149.2732391357422,145.0697784423828,1,Building
10.80780029296875,162.83026123046875,161.97462463378906,1,Building
15.66925048828125,143.2698211669922,143.03419494628906,1,Building
27.1575927734375,131.51316833496094,128.08497619628906,1,Building
20.3125,160.23133850097656,158.08236694335938,1,Building
16.02935791015625,132.73886108398438,129.56008911132812,2,Building
30.3863525390625,159.50634765625,158.1343536376953,1,Building
27.10113525390625,147.22183227539062,144.33505249023438,1,Building
25.29296875,140.6104736328125,137.7953643798828,1,Building
8.82415771484375,156.42208862304688,158.15318298339844,1,Building
24.97406005859375,125.27095031738281,122.60154724121094,1,Building
16.015625,137.6579132080078,136.94158935546875,1,Building
19.15283203125,123.54620361328125,121.38392639160156,1,Building
13.64593505859375,139.71066284179688,139.0751495361328,1,Building
4.24652099609375,158.4821319580078,158.79953002929688,1,Building
16.78009033203125,136.8671112060547,137.96466064453125,1,Building
24.44305419921875,109.02279663085938,106.8177490234375,1,Building
6.64215087890625,152.93389892578125,153.44256591796875,1,Building
4.02069091796875,159.93630981445312,159.81201171875,1,Building
1.67388916015625,144.1320343017578,148.03717041015625,2,Building
4.2999267578125,134.45086669921875,132.7474365234375,1,Building
2.34222412109375,138.4952392578125,141.44345092773438,1,Building
7.806396484375,149.96266174316406,149.19760131835938,1,Building
10.68115234375,140.30516052246094,138.90065002441406,1,Building
3.50799560546875,160.3834686279297,161.1278076171875,1,Building
3.69873046875,161.65196228027344,161.74484252929688,1,Building
5.2978515625,170.59991455078125,169.8848419189453,1,Building
5.5633544921875,148.990234375,149.85812377929688,1,Building
14.84527587890625,127.65615844726562,127.88871765136719,1,Building
13.5986328125,158.52960205078125,159.74488830566406,1,Building
15.89202880859375,156.3527069091797,152.87168884277344,1,Building
23.30322265625,143.61737060546875,140.70240783691406,2,Building
12.8173828125,78.72903442382812,79.8084716796875,0,Building
9.98382568359375,167.6708984375,166.20135498046875,1,Building
17.26837158203125,152.21475219726562,150.38198852539062,1,Building
18.37310791015625,86.18209838867188,86.37913513183594,0,Building
16.64276123046875,162.42555236816406,161.9679412841797,1,Building
11.83929443359375,168.6778564453125,167.72242736816406,1,Building
0.99334716796875,161.2069549560547,162.90391540527344,1,Building
1.67694091796875,177.1827392578125,178.15496826171875,1,Building
5.5816650390625,147.8798370361328,147.54119873046875,1,Building
4.19921875,165.81419372558594,172.49407958984375,1,Building
4.6173095703125,172.61524963378906,170.9651641845703,1,Building
3.13873291015625,171.98355102539062,171.96847534179688,1,Building
4.0771484375,173.2721405029297,174.40199279785156,1,Building
15.8538818359375,154.47140502929688,155.3284454345703,1,Building
22.36328125,159.13006591796875,155.76475524902344,1,Building
8.4808349609375,172.96893310546875,174.80783081054688,1,Building
12.21771240234375,136.1705780029297,133.0953369140625,2,Building
3.05023193359375,199.21841430664062,197.0685272216797,1,Building
26.72119140625,117.53810119628906,114.40782165527344,1,Building
0.90789794921875,217.72142028808594,217.202880859375,1,Building
7.379150390625,120.27154541015625,117.97016906738281,0,Building
12.15057373046875,169.69898986816406,168.5077667236328,1,Building
3.326416015625,138.80654907226562,136.85281372070312,2,Building
16.717529296875,187.45083618164062,185.1662139892578,1,Building
2.59246826171875,190.93072509765625,189.77186584472656,1,Building
7.6324462890625,179.943603515625,178.46804809570312,1,Building
23.5137939453125,132.26644897460938,129.5849609375,1,Building
4.71343994140625,170.30801391601562,166.83047485351562,1,Building
2.23388671875,165.08958435058594,161.22232055664062,1,Building
24.5147705078125,144.65284729003906,140.80018615722656,1,Building
3.3111572265625,169.63800048828125,166.65965270996094,1,Building
10.07232666015625,151.55496215820312,151.21658325195312,1,Building
4.3212890625,182.32736206054688,181.6068115234375,1,Building
2.06298828125,152.30421447753906,149.175537109375,1,Building
0.0152587890625,182.18492126464844,180.07896423339844,1,Building
5.357218041308195,163.84521536524855,160.23866489035225,5,Building
4.35943603515625,167.52415466308594,164.59454345703125,1,Building
6.46209716796875,169.11375427246094,166.16217041015625,1,Building
0.07171630859375,167.21490478515625,161.2574462890625,1,Building
0.848388671875,176.873779296875,173.76953125,1,Building
18.0938720703125,154.6502227783203,152.7499237060547,1,Building
0.6591796875,163.91030883789062,164.00807189941406,1,Building
7.74078369140625,162.54869079589844,162.31964111328125,1,Building
2.5482177734375,168.1116180419922,167.20265197753906,1,Building
0.0396728515625,170.60227966308594,170.3773956298828,1,Building
4.6051025390625,147.52586364746094,146.79481506347656,1,Building
0.140380859375,169.20416259765625,169.5071258544922,1,Building
4.70428466796875,188.2183380126953,186.49766540527344,1,Building
0.03509521484375,130.22793579101562,130.05575561523438,2,Building
0.40740966796875,125.671630859375,125.22200012207031,1,Building
2.7099609375,179.4888458251953,179.6752166748047,1,Building
29.71954345703125,108.34141540527344,106.40699768066406,2,Building
9.9761962890625,161.7019805908203,163.91165161132812,1,Building
3.62701416015625,172.18057250976562,170.80125427246094,1,Building
0.00457763671875,125.52006530761719,125.46102905273438,3,Building
